CRUD_privileges,data_group,description,end_timestamp,location,metric,print_str,short_hand,site,start_timestamp,statistic,unit_str
,scada,,3000-01-01T00:00:00Z,NRTH04,std_NRT_H04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTH04,min_NRT_H04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,scada,,3000-01-01T00:00:00Z,NRTH04,mean_NRT_H04_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,acceleration,max of accelerations measured at NRT_H04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTH04,max_NRT_H04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I01_OOD_ACC_Z,3000-01-01T00:00:00Z,NRTI01,mdl_NRT_I01_OOD_ACC_Z,OOD ACC Z,OOD_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,rms1p of accelerations measured at p_NRT_I01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI01,rms1p_NRT_I01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,acceleration,rms of accelerations measured at NRT_I01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI01,rms_NRT_I01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,scada,,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,mpe,Modal parameter results for NRT_I01_SS1,3000-01-01T00:00:00Z,NRTI01,mpe_NRT_I01_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I01_autoencoder_ACC_SS,3000-01-01T00:00:00Z,NRTI01,mdl_NRT_I01_autoencoder_ACC_SS,autoencoder ACC SS,autoencoder_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,mean,°
,mpe,Modal parameter results for NRT_I01_FA,3000-01-01T00:00:00Z,NRTI01,mpe_NRT_I01_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,rms1p of accelerations measured at p_NRT_I01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI01,rms1p_NRT_I01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,acceleration,min of accelerations measured at NRT_I01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,acceleration,min of accelerations measured at NRT_I01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
,acceleration,min of accelerations measured at NRT_I01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,mean of accelerations measured at _NRT_I01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,max of accelerations measured at NRT_I01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I01_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTI01,mdl_NRT_I01_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,rms of accelerations measured at NRT_I01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI01,rms_NRT_I01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,acceleration,max of accelerations measured at NRT_I01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I01_OOD_ACC_SS,3000-01-01T00:00:00Z,NRTI01,mdl_NRT_I01_OOD_ACC_SS,OOD ACC SS,OOD_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,std of accelerations measured at NRT_I01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,max of accelerations measured at NRT_I01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,scada,,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I01_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTI01,mdl_NRT_I01_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,rms of accelerations measured at NRT_I01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI01,rms_NRT_I01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,std of accelerations measured at NRT_I01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_power,Power,power,Norther,2000-01-01T00:00:00Z,std,kW
,mpe,Modal parameter results for NRT_I01_SS,3000-01-01T00:00:00Z,NRTI01,mpe_NRT_I01_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTI01,max_NRT_I01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,acceleration,mean of accelerations measured at _NRT_I01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,mean,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I01_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTI01,mdl_NRT_I01_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,acceleration,mean of accelerations measured at _NRT_I01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,scada,,3000-01-01T00:00:00Z,NRTI01,min_NRT_I01_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,scada,,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,std of accelerations measured at NRT_I01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI01,std_NRT_I01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTI01,mean_NRT_I01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,acceleration,rms1p of accelerations measured at p_NRT_I01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI01,rms1p_NRT_I01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,mpe,Modal parameter results for NRT_I02_SS,3000-01-01T00:00:00Z,NRTI02,mpe_NRT_I02_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I02_autoencoder_ACC_SS,3000-01-01T00:00:00Z,NRTI02,mdl_NRT_I02_autoencoder_ACC_SS,autoencoder ACC SS,autoencoder_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,max of accelerations measured at NRT_I02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I02_OOD_ACC_Z,3000-01-01T00:00:00Z,NRTI02,mdl_NRT_I02_OOD_ACC_Z,OOD ACC Z,OOD_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,std of accelerations measured at NRT_I02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I02_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTI02,mdl_NRT_I02_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_power,Power,power,Norther,2000-01-01T00:00:00Z,std,kW
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I02_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTI02,mdl_NRT_I02_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,scada,,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,acceleration,min of accelerations measured at NRT_I02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,mpe,Modal parameter results for NRT_I02_SS1,3000-01-01T00:00:00Z,NRTI02,mpe_NRT_I02_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,scada,,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,acceleration,min of accelerations measured at NRT_I02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,scada,,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,scada,,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,acceleration,rms of accelerations measured at NRT_I02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI02,rms_NRT_I02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,rms1p of accelerations measured at p_NRT_I02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI02,rms1p_NRT_I02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,acceleration,std of accelerations measured at NRT_I02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,rms1p of accelerations measured at p_NRT_I02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI02,rms1p_NRT_I02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,acceleration,std of accelerations measured at NRT_I02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,mpe,Modal parameter results for NRT_I02_FA,3000-01-01T00:00:00Z,NRTI02,mpe_NRT_I02_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I02_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTI02,mdl_NRT_I02_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,rms1p of accelerations measured at p_NRT_I02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI02,rms1p_NRT_I02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I02_OOD_ACC_SS,3000-01-01T00:00:00Z,NRTI02,mdl_NRT_I02_OOD_ACC_SS,OOD ACC SS,OOD_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,scada,,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,mean of accelerations measured at _NRT_I02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,mean of accelerations measured at _NRT_I02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,rms of accelerations measured at NRT_I02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI02,rms_NRT_I02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTI02,std_NRT_I02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,rms of accelerations measured at NRT_I02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI02,rms_NRT_I02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,scada,,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,acceleration,min of accelerations measured at NRT_I02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI02,min_NRT_I02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,mean of accelerations measured at _NRT_I02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI02,mean_NRT_I02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,max of accelerations measured at NRT_I02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,max of accelerations measured at NRT_I02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI02,max_NRT_I02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTI03,max_NRT_I03_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I03_OOD_ACC_SS,3000-01-01T00:00:00Z,NRTI03,mdl_NRT_I03_OOD_ACC_SS,OOD ACC SS,OOD_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTI03,max_NRT_I03_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I03_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTI03,mdl_NRT_I03_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTI03,max_NRT_I03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTI03,mean_NRT_I03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTI03,std_NRT_I03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTI03,mean_NRT_I03_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,mean,°
,acceleration,min of accelerations measured at NRT_I03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI03,min_NRT_I03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTI03,std_NRT_I03_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,acceleration,rms of accelerations measured at NRT_I03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI03,rms_NRT_I03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTI03,std_NRT_I03_power,Power,power,Norther,2000-01-01T00:00:00Z,std,kW
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I03_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTI03,mdl_NRT_I03_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,mpe,Modal parameter results for NRT_I03_SS,3000-01-01T00:00:00Z,NRTI03,mpe_NRT_I03_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTI03,min_NRT_I03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,scada,,3000-01-01T00:00:00Z,NRTI03,mean_NRT_I03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,scada,,3000-01-01T00:00:00Z,NRTI03,std_NRT_I03_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,std of accelerations measured at NRT_I03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI03,std_NRT_I03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTI03,max_NRT_I03_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTI03,mean_NRT_I03_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,mpe,Modal parameter results for NRT_I03_SS1,3000-01-01T00:00:00Z,NRTI03,mpe_NRT_I03_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,rms of accelerations measured at NRT_I03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI03,rms_NRT_I03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,rms1p of accelerations measured at p_NRT_I03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI03,rms1p_NRT_I03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_I03_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTI03,mdl_NRT_I03_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,min of accelerations measured at NRT_I03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI03,min_NRT_I03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTI03,max_NRT_I03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,acceleration,min of accelerations measured at NRT_I03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI03,min_NRT_I03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTI03,std_NRT_I03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,max of accelerations measured at NRT_I03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI03,max_NRT_I03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,std of accelerations measured at NRT_I03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI03,std_NRT_I03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTI03,min_NRT_I03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTI03,mean_NRT_I03_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,scada,,3000-01-01T00:00:00Z,NRTI03,max_NRT_I03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTI03,min_NRT_I03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,rms1p of accelerations measured at p_NRT_I03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTI03,rms1p_NRT_I03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,acceleration,rms of accelerations measured at NRT_I03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTI03,rms_NRT_I03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,max of accelerations measured at NRT_I03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTI03,max_NRT_I03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
