CRUD_privileges,data_group,description,end_timestamp,location,metric,print_str,short_hand,site,start_timestamp,statistic,unit_str
,scada,,3000-01-01T00:00:00Z,NRTD01,min_NRT_D01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTD01,max_NRT_D01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTD01,max_NRT_D01_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,scada,,3000-01-01T00:00:00Z,NRTD01,min_NRT_D01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,scada,,3000-01-01T00:00:00Z,NRTD01,std_NRT_D01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,max of accelerations measured at NRT_D01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD01,max_NRT_D01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,rms of accelerations measured at NRT_D01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD01,rms_NRT_D01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,mean of accelerations measured at _NRT_D01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD01,mean_NRT_D01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,mean of accelerations measured at _NRT_D01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD01,mean_NRT_D01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D01_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTD01,mdl_NRT_D01_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD01,std_NRT_D01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,rms1p of accelerations measured at p_NRT_D01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD01,rms1p_NRT_D01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,mpe,Modal parameter results for NRT_D01_SS1,3000-01-01T00:00:00Z,NRTD01,mpe_NRT_D01_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTD01,mean_NRT_D01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,acceleration,rms of accelerations measured at NRT_D01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD01,rms_NRT_D01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTD01,min_NRT_D01_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,scada,,3000-01-01T00:00:00Z,NRTD01,mean_NRT_D01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTD01,max_NRT_D01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,rms of accelerations measured at NRT_D01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD01,rms_NRT_D01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,min of accelerations measured at NRT_D01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD01,min_NRT_D01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D01_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTD01,mdl_NRT_D01_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D01_autoencoder_ACC_SS,3000-01-01T00:00:00Z,NRTD01,mdl_NRT_D01_autoencoder_ACC_SS,autoencoder ACC SS,autoencoder_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD01,std_NRT_D01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
,scada,,3000-01-01T00:00:00Z,NRTD01,mean_NRT_D01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTD01,max_NRT_D01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,mpe,Modal parameter results for NRT_D01_SS,3000-01-01T00:00:00Z,NRTD01,mpe_NRT_D01_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTD01,std_NRT_D01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D01_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTD01,mdl_NRT_D01_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD01,mean_NRT_D01_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,mpe,Modal parameter results for NRT_D01_FA,3000-01-01T00:00:00Z,NRTD01,mpe_NRT_D01_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,max of accelerations measured at NRT_D01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD01,max_NRT_D01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTD01,min_NRT_D01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,max of accelerations measured at NRT_D01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD01,max_NRT_D01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTD01,max_NRT_D01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,std of accelerations measured at NRT_D01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD01,std_NRT_D01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,std of accelerations measured at NRT_D02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,acceleration,max of accelerations measured at NRT_D02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,rms1p of accelerations measured at p_NRT_D02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD02,rms1p_NRT_D02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,acceleration,rms of accelerations measured at NRT_D02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD02,rms_NRT_D02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D02_OOD_ACC_SS,3000-01-01T00:00:00Z,NRTD02,mdl_NRT_D02_OOD_ACC_SS,OOD ACC SS,OOD_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,scada,,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,scada,,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,mean of accelerations measured at _NRT_D02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D02_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTD02,mdl_NRT_D02_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D02_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTD02,mdl_NRT_D02_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,max of accelerations measured at NRT_D02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,std of accelerations measured at NRT_D02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,acceleration,rms of accelerations measured at NRT_D02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD02,rms_NRT_D02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,scada,,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,mean of accelerations measured at _NRT_D02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,mean,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D02_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTD02,mdl_NRT_D02_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,rms1p of accelerations measured at p_NRT_D02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD02,rms1p_NRT_D02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,mpe,Modal parameter results for NRT_D02_FA,3000-01-01T00:00:00Z,NRTD02,mpe_NRT_D02_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,min of accelerations measured at NRT_D02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,max of accelerations measured at NRT_D02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
,acceleration,min of accelerations measured at NRT_D02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,acceleration,std of accelerations measured at NRT_D02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,std,g
,acceleration,rms1p of accelerations measured at p_NRT_D02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD02,rms1p_NRT_D02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,acceleration,min of accelerations measured at NRT_D02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D02_autoencoder_ACC_SS,3000-01-01T00:00:00Z,NRTD02,mdl_NRT_D02_autoencoder_ACC_SS,autoencoder ACC SS,autoencoder_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,mpe,Modal parameter results for NRT_D02_SS1,3000-01-01T00:00:00Z,NRTD02,mpe_NRT_D02_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_power,Power,power,Norther,2000-01-01T00:00:00Z,std,kW
,scada,,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,mean,°
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D02_OOD_ACC_Z,3000-01-01T00:00:00Z,NRTD02,mdl_NRT_D02_OOD_ACC_Z,OOD ACC Z,OOD_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,scada,,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,acceleration,mean of accelerations measured at _NRT_D02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,scada,,3000-01-01T00:00:00Z,NRTD02,min_NRT_D02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,acceleration,rms of accelerations measured at NRT_D02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD02,rms_NRT_D02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTD02,mean_NRT_D02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,mpe,Modal parameter results for NRT_D02_SS,3000-01-01T00:00:00Z,NRTD02,mpe_NRT_D02_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTD02,std_NRT_D02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,scada,,3000-01-01T00:00:00Z,NRTD02,max_NRT_D02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,scada,,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
,acceleration,rms1p of accelerations measured at p_NRT_D03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD03,rms1p_NRT_D03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D03_OOD_ACC_SS,3000-01-01T00:00:00Z,NRTD03,mdl_NRT_D03_OOD_ACC_SS,OOD ACC SS,OOD_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D03_OOD_ACC_Z,3000-01-01T00:00:00Z,NRTD03,mdl_NRT_D03_OOD_ACC_Z,OOD ACC Z,OOD_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,mean of accelerations measured at _NRT_D03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D03_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTD03,mdl_NRT_D03_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,acceleration,max of accelerations measured at NRT_D03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,rms of accelerations measured at NRT_D03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD03,rms_NRT_D03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,acceleration,std of accelerations measured at NRT_D03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,acceleration,max of accelerations measured at NRT_D03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,mpe,Modal parameter results for NRT_D03_SS,3000-01-01T00:00:00Z,NRTD03,mpe_NRT_D03_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D03_autoencoder_ACC_SS,3000-01-01T00:00:00Z,NRTD03,mdl_NRT_D03_autoencoder_ACC_SS,autoencoder ACC SS,autoencoder_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,min of accelerations measured at NRT_D03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,acceleration,std of accelerations measured at NRT_D03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,std,g
,acceleration,rms of accelerations measured at NRT_D03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD03,rms_NRT_D03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,mean of accelerations measured at _NRT_D03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,min of accelerations measured at NRT_D03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D03_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTD03,mdl_NRT_D03_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_D03_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTD03,mdl_NRT_D03_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,mean of accelerations measured at _NRT_D03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,rms of accelerations measured at NRT_D03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD03,rms_NRT_D03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,std of accelerations measured at NRT_D03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,scada,,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,acceleration,rms1p of accelerations measured at p_NRT_D03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD03,rms1p_NRT_D03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,scada,,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,mpe,Modal parameter results for NRT_D03_SS1,3000-01-01T00:00:00Z,NRTD03,mpe_NRT_D03_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,acceleration,min of accelerations measured at NRT_D03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD03,min_NRT_D03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTD03,mean_NRT_D03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTD03,std_NRT_D03_power,Power,power,Norther,2000-01-01T00:00:00Z,std,kW
,mpe,Modal parameter results for NRT_D03_FA,3000-01-01T00:00:00Z,NRTD03,mpe_NRT_D03_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,rms1p of accelerations measured at p_NRT_D03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTD03,rms1p_NRT_D03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,acceleration,max of accelerations measured at NRT_D03_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTD03,max_NRT_D03_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTD04,min_NRT_D04_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,scada,,3000-01-01T00:00:00Z,NRTD04,std_NRT_D04_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,rms of accelerations measured at NRT_D04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD04,rms_NRT_D04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,waveradar,"Crest height, maximum positive value of all data within one analysis period",3000-01-01T00:00:00Z,NRTD04,mean_NRT_D04_WR_HCM,WR HCM,WR_HCM,Norther,2000-01-01T00:00:00Z,mean,cm
,scada,,3000-01-01T00:00:00Z,NRTD04,min_NRT_D04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,acceleration,max of accelerations measured at NRT_D04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTD04,max_NRT_D04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
